"id_envio","peso","volumen","valor_declarado","tipo_producto","origen","destino","distancia","zona","fecha_envio","dia_semana","mes","hora_salida","es_feriado","experiencia_conductor","tipo_vehiculo","antiguedad_vehiculo","capacidad_carga","clima","trafico_estimado","tiempo_estimado","retraso"
"ENV08372",19.3,3.19,144048,"alimentos","Valparaíso","Santiago",131.5,"urbana",2023-07-22,"sabado","july",11,FALSE,NA,"furgon",5,1041,NA,6,4.6,"No"
"ENV08373",38.4,2.68,139750,"muebles","Puerto Montt","Valdivia",816.8,"urbana",2023-12-03,"domingo","december",7,FALSE,8,"camion_pequeno",6,3070,"nublado",6,21.1,"No"
"ENV08374",45.4,3.64,135043,"otros","Santiago","Santiago",46.5,"urbana",2023-05-14,"domingo","may",8,FALSE,8,"camion_mediano",8,7203,"nublado",5,4.6,"No"
"ENV08375",139.7,2.18,64060,"alimentos","Santiago","Santiago",21.4,"urbana",2023-08-07,"lunes","august",15,FALSE,15,"camion_pequeno",3,2299,"nublado",7,4.2,"No"
"ENV08376",45,0.85,33493,"muebles","Chillán","Valparaíso",1064.4,"urbana",2023-09-16,"sabado","september",11,FALSE,10,"camion_grande",16,11179,"nublado",4,27.5,"No"
"ENV08377",12.8,1.7,82319,"otros","Talca","Concepción",212.7,"urbana",2023-02-10,"viernes","february",14,FALSE,19,"camion_mediano",5,6275,"despejado",10,9.6,"No"
"ENV08378",18.8,3.82,134739,"alimentos","Santiago","Puerto Montt",479.3,"rural",2023-02-07,"martes","february",17,FALSE,NA,"camion_grande",13,12578,"lluvia",2,18.9,"No"
"ENV08379",21.5,6.14,190538,"otros","Valdivia","Concepción",1256.6,"urbana",2023-11-17,"viernes","november",16,FALSE,4,"camion_pequeno",3,2342,"lluvia",8,43.5,"No"
"ENV08380",48.3,16,566936,"electronica","Santiago","Concepción",516.6,"urbana",2023-04-22,"sabado","april",10,FALSE,4,"furgon",3,829,"nublado",6,12.1,"Si"
"ENV08381",58.5,1.5,95295,"ropa","Talca","Santiago",506.1,"urbana",2023-08-06,"domingo","august",7,FALSE,1,"camion_pequeno",7,2437,"despejado",7,14.4,"No"
"ENV08382",27.3,1.19,52942,"muebles","Concepción","Antofagasta",277.5,"urbana",2023-04-19,"miercoles","april",22,FALSE,5,"furgon",4,1035,"despejado",10,8.9,"No"
"ENV08383",22.7,2.82,54628,"otros","Concepción","Concepción",46.9,"urbana",2023-05-04,"jueves","may",16,FALSE,3,"camion_pequeno",7,2399,"nublado",8,3.8,"No"
"ENV08384",15.1,5.2,124568,"documentos","Valparaíso","Santiago",132.9,"urbana",2023-08-31,"jueves","august",14,FALSE,9,"furgon",2,981,"nublado",7,3.9,"No"
"ENV08385",4,3.21,67868,"alimentos","Santiago","Concepción",507.4,"urbana",2023-08-05,"sabado","august",13,FALSE,NA,"camion_pequeno",5,3147,"lluvia",7,20.1,"No"
"ENV08386",17.9,10.67,472371,"otros","Temuco","Valparaíso",1493.4,"urbana",2023-01-12,"jueves","january",7,FALSE,5,"camion_pequeno",2,3200,"nublado",10,44.7,"No"
"ENV08387",20.1,0.91,40151,"ropa","Santiago","Antofagasta",1022.8,"urbana",2023-09-27,"miercoles","september",10,FALSE,5,"furgon",2,1130,"despejado",NA,28,"No"
"ENV08388",21.3,7.65,305202,"muebles","Santiago","Chillán",715,"rural",2023-08-30,"miercoles","august",12,FALSE,6,"camion_mediano",9,5252,"despejado",1,15.3,"No"
"ENV08389",18,16.31,238396,"muebles","Antofagasta","Santiago",958,"urbana",2023-05-25,"jueves","may",11,FALSE,9,"camion_mediano",4,6173,"despejado",7,24.1,"No"
"ENV08390",16.2,4.98,78890,"electronica","Santiago","Antofagasta",157,"urbana",2023-01-24,"martes","january",12,FALSE,10,"camion_mediano",13,6960,"nublado",9,9.3,"No"
"ENV08391",8.7,11.4,269538,"ropa","Puerto Montt","Concepción",908,"urbana",2023-05-24,"miercoles","may",21,FALSE,4,"camion_pequeno",1,3274,"despejado",8,22.6,"Si"
"ENV08392",9.9,1.13,34000,"otros","La Serena","Concepción",434.6,"urbana",2023-07-18,"martes","july",10,FALSE,1,"camion_pequeno",6,2041,"nublado",8,13.8,"Si"
"ENV08393",3.4,1.74,74028,"otros","Valparaíso","Concepción",723.9,"urbana",2023-12-12,"martes","december",11,FALSE,9,"furgon",1,1058,"despejado",7,16.2,"No"
"ENV08394",115.6,5.04,245395,"ropa","Santiago","Copiapó",900.5,"urbana",2023-02-06,"lunes","february",10,FALSE,16,"furgon",3,1041,"despejado",8,21.8,"No"
"ENV08395",31,4.78,131894,"alimentos","Temuco","Concepción",351.2,"urbana",2023-05-27,"sabado","may",6,FALSE,5,"camion_pequeno",5,3379,"lluvia",6,12,"No"
"ENV08396",9.8,13.89,541692,"electronica","Santiago","Antofagasta",709.1,"urbana",2023-03-12,"domingo","march",11,FALSE,5,"camion_mediano",9,5089,"despejado",6,17.1,"No"
"ENV08397",12.5,7.09,285221,"alimentos","Santiago","La Serena",931,"urbana",2023-04-03,"lunes","april",20,FALSE,2,"camion_mediano",8,6330,"despejado",8,26.1,"No"
"ENV08398",33.6,1.86,89763,"ropa","Santiago","Iquique",268.8,"urbana",2023-08-14,"lunes","august",9,FALSE,1,"camion_grande",13,12820,"despejado",10,10.9,"No"
"ENV08399",32.1,9.6,451192,"ropa","Valdivia","Puerto Montt",1306.8,"urbana",2023-06-17,"sabado","june",7,FALSE,1,"camion_pequeno",4,2462,"nublado",9,39.4,"Si"
"ENV08400",5.8,3.38,150054,"ropa","Valparaíso","Valparaíso",19.8,"urbana",2023-10-11,"miercoles","october",14,FALSE,1,"camion_mediano",8,5753,"viento",10,5.8,"Si"
"ENV08401",31.5,6.21,320067,"alimentos","Valparaíso","Santiago",136,"urbana",2023-04-02,"domingo","april",10,FALSE,0,"furgon",3,990,NA,3,4.3,"No"
"ENV08402",15.5,8.72,187163,"ropa","Santiago","Talca",1476.9,"urbana",2023-01-06,"viernes","january",7,FALSE,5,"camion_mediano",3,5336,"nublado",10,50.2,"No"
"ENV08403",9.8,5.35,155127,"documentos","Santiago","Copiapó",1449.2,"urbana",2023-07-15,"sabado","july",12,FALSE,0,"camion_pequeno",2,2692,"despejado",7,35.3,"Si"
"ENV08404",16,9.18,213139,"muebles","Santiago","Puerto Montt",837.9,"urbana",2023-03-25,"sabado","march",8,FALSE,6,"camion_mediano",10,5661,"nublado",8,25.9,"No"
"ENV08405",26,11.28,451361,"documentos","Santiago","Santiago",10.2,"urbana",2023-09-27,"miercoles","september",15,FALSE,2,"camion_pequeno",1,2972,"despejado",8,2.2,"No"
"ENV08406",73.3,1.75,122771,"electronica","Valparaíso","Talca",199.1,"urbana",2023-08-09,"miercoles","august",13,FALSE,9,"camion_mediano",3,5855,"lluvia",7,8.2,"No"
"ENV08407",4.3,5.3,59703,"ropa","Santiago","Santiago",8,"urbana",2023-11-17,"viernes","november",15,FALSE,NA,"camion_pequeno",5,2849,"lluvia",8,2.6,"Si"
"ENV08408",8.1,5.48,80282,"otros","Santiago","Antofagasta",1141.9,"urbana",2023-02-19,"domingo","february",11,FALSE,12,"camion_grande",6,10529,"nublado",4,27.7,"No"
"ENV08409",3.4,11.65,207567,"ropa","Concepción","Santiago",510.7,"urbana",2023-10-09,"lunes","october",9,TRUE,2,"camion_pequeno",12,2881,"despejado",10,13.6,"Si"
"ENV08410",12,7.35,313210,"ropa","La Serena","Santiago",1284.9,"urbana",2023-05-02,"martes","may",14,FALSE,3,"camion_pequeno",3,3032,"despejado",9,34.2,"No"
"ENV08411",46.2,1.99,44851,"muebles","Talca","Santiago",801.8,"urbana",2023-12-15,"viernes","december",17,FALSE,3,"camion_grande",8,11261,"lluvia",10,40.3,"Si"
"ENV08412",54,2.23,132885,"alimentos","Los Ángeles","Santiago",216.5,"rural",2023-07-08,"sabado","july",10,FALSE,13,"camion_mediano",6,5815,"nublado",4,8.2,"Si"
"ENV08413",71.5,2.34,69264,"muebles","Temuco","Chillán",795.1,"urbana",2023-11-06,"lunes","november",10,FALSE,NA,"camion_pequeno",3,3293,"lluvia",8,28.6,"No"
"ENV08414",36.9,3.89,74389,"alimentos","Temuco","Iquique",625.6,"rural",2023-04-16,"domingo","april",10,FALSE,1,"camion_mediano",7,7689,"nublado",1,13.6,"No"
"ENV08415",40.7,7.5,96474,"documentos","Santiago","Temuco",800.3,"rural",2023-11-14,"martes","november",12,FALSE,16,"furgon",4,1165,"lluvia",4,26.1,"No"
"ENV08416",6.1,9.73,413607,"electronica","Santiago","Concepción",515.4,"urbana",2023-10-02,"lunes","october",8,FALSE,1,"camion_pequeno",8,2788,"lluvia",10,23.9,"No"
"ENV08417",11.6,3.33,167464,"muebles","Puerto Montt","Puerto Montt",24.9,"rural",2023-09-25,"lunes","september",22,FALSE,1,"camion_mediano",6,6439,"nublado",NA,2.9,"No"
"ENV08418",72.3,5.65,146493,"otros","Valparaíso","Temuco",1173.7,"urbana",2023-10-30,"lunes","october",15,FALSE,0,"camion_pequeno",3,3139,"despejado",10,32,"Si"
"ENV08419",10.4,3.88,91740,"alimentos","Santiago","Santiago",5.6,"urbana",2023-05-25,"jueves","may",6,FALSE,1,"camion_mediano",2,7125,"despejado",6,3.4,"No"
"ENV08420",32,2.65,81264,"muebles","Valparaíso","Santiago",139.1,"urbana",2023-01-30,"lunes","january",17,FALSE,1,"camion_mediano",7,7362,"despejado",6,4.4,"No"
"ENV08421",11.8,9.39,331991,"muebles","Santiago","Valparaíso",136.9,"urbana",2023-11-16,"jueves","november",13,FALSE,14,"camion_mediano",7,5787,"nublado",5,4.1,"No"
"ENV08422",13.8,3.12,76852,"alimentos","Santiago","Puerto Montt",1015.2,"urbana",2023-05-27,"sabado","may",13,FALSE,15,"furgon",3,996,NA,7,22.6,"No"
"ENV08423",8,1.74,60192,"documentos","Valparaíso","Osorno",245.5,"urbana",2023-07-22,"sabado","july",10,FALSE,2,"furgon",3,1000,"despejado",7,6.5,"No"
"ENV08424",15.4,2.5,35623,"ropa","Santiago","Valparaíso",121.2,"urbana",2023-09-29,"viernes","september",14,FALSE,10,"camion_pequeno",4,2453,"nublado",5,5.8,"No"
"ENV08425",23.1,1.86,75924,"electronica","Concepción","Talca",1001.2,"urbana",2023-11-19,"domingo","november",8,FALSE,0,"camion_pequeno",3,3397,"lluvia",7,34.7,"No"
"ENV08426",25.5,1.33,48486,"documentos","Copiapó","Valdivia",543.8,"rural",2023-02-26,"domingo","february",14,FALSE,1,"camion_mediano",9,7633,"lluvia",1,15.1,"No"
"ENV08427",26.1,0.65,46358,"muebles","Puerto Montt","Antofagasta",738.3,"rural",2023-02-12,"domingo","february",6,FALSE,3,"camion_pequeno",8,2115,"despejado",1,14.4,"No"
"ENV08428",19.5,1.43,59907,"otros","La Serena","Valdivia",283.1,"urbana",2023-09-04,"lunes","september",14,FALSE,7,"camion_pequeno",5,3087,"nublado",7,10.7,"No"
"ENV08429",18,17.1,829751,"documentos","La Serena","Los Ángeles",270.3,"urbana",2023-08-02,"miercoles","august",8,FALSE,17,"camion_grande",16,11276,NA,10,10,"Si"
"ENV08430",65,3.11,179449,"ropa","Santiago","Chillán",268.8,"urbana",2023-07-07,"viernes","july",9,FALSE,16,"camion_pequeno",3,2718,"despejado",8,9,"No"
"ENV08431",20.8,1.35,74559,"muebles","Santiago","Temuco",339.4,"urbana",2023-10-28,"sabado","october",9,FALSE,3,"camion_grande",9,14680,"nublado",5,11.8,"No"
"ENV08432",23.7,2.65,32513,"documentos","Los Ángeles","Valdivia",1291.9,"urbana",2023-07-04,"martes","july",12,FALSE,12,"furgon",2,1016,"lluvia",10,46.9,"Si"
"ENV08433",84.3,13.74,208764,"alimentos","Concepción","Temuco",1251.7,"urbana",2023-01-30,"lunes","january",15,FALSE,3,"camion_grande",5,14690,"despejado",6,34.4,"Si"
"ENV08434",10.4,1.59,30823,"muebles","Santiago","Valparaíso",139,"urbana",2023-06-13,"martes","june",16,FALSE,0,"camion_grande",10,12640,"despejado",8,5.1,"No"
"ENV08435",8.3,2.68,91457,"documentos","Valdivia","Chillán",810.3,"urbana",2023-06-19,"lunes","june",22,FALSE,6,"camion_mediano",7,7078,"nublado",7,25,"No"
"ENV08436",62.6,3.24,180058,"otros","Antofagasta","Copiapó",682.3,"urbana",2023-06-08,"jueves","june",8,FALSE,11,"furgon",3,1146,"despejado",10,18.8,"No"
"ENV08437",251.9,7.72,166939,"alimentos","La Serena","Santiago",1133.3,"urbana",2023-03-31,"viernes","march",9,FALSE,5,"camion_pequeno",6,2487,"nublado",10,36.2,"No"
"ENV08438",22.7,9.72,352070,"electronica","Santiago","Valdivia",362.1,"urbana",2023-02-22,"miercoles","february",8,FALSE,3,"camion_mediano",10,6021,"despejado",10,14.1,"Si"
"ENV08439",65.2,3.12,117288,"muebles","Valparaíso","Valparaíso",48.5,"urbana",2023-05-18,"jueves","may",6,FALSE,15,"camion_pequeno",4,2634,"nublado",NA,5.3,"No"
"ENV08440",9.3,7.22,77157,"ropa","Los Ángeles","Chillán",1492.3,"urbana",2023-06-17,"sabado","june",9,FALSE,7,"furgon",1,961,"despejado",6,30.6,"No"
"ENV08441",12.5,0.67,37028,"alimentos","Santiago","Talca",848.3,"rural",2023-01-23,"lunes","january",16,FALSE,12,"camion_grande",12,10133,"nublado",5,27.4,"No"
"ENV08442",59.4,2.02,110840,"electronica","La Serena","Concepción",873.9,"urbana",2023-11-13,"lunes","november",13,FALSE,0,"camion_pequeno",7,2631,"lluvia",5,24.6,"No"
"ENV08443",6.6,6.38,181537,"alimentos","Concepción","Antofagasta",955.9,"urbana",2023-10-13,"viernes","october",11,FALSE,15,"camion_mediano",6,5728,"despejado",10,31.6,"No"
"ENV08444",7.5,2.96,42861,"muebles","La Serena","Santiago",1317.8,"urbana",2023-03-19,"domingo","march",8,FALSE,NA,"camion_grande",4,12285,"despejado",5,31.5,"No"
"ENV08445",132,5.01,285683,"documentos","Santiago","Talca",988.5,"rural",2023-03-31,"viernes","march",10,FALSE,9,"camion_mediano",10,7520,"nublado",NA,28.4,"No"
"ENV08446",4.1,7.9,381219,"alimentos","Temuco","Valparaíso",1427.9,"rural",2023-08-01,"martes","august",8,FALSE,2,"furgon",1,1021,"nublado",7,40.4,"No"
"ENV08447",47.8,9.18,259319,"alimentos","Temuco","Los Ángeles",1492.9,"urbana",2023-12-23,"sabado","december",10,FALSE,3,"furgon",2,959,"lluvia",6,43.2,"Si"
"ENV08448",70.3,1.6,90199,"alimentos","Santiago","Santiago",8.8,"urbana",2023-04-23,"domingo","april",14,FALSE,7,"camion_pequeno",1,3422,"nublado",5,3.4,"No"
"ENV08449",78,1.43,98908,"muebles","Santiago","Puerto Montt",385.1,"urbana",2023-07-09,"domingo","july",13,FALSE,4,"camion_pequeno",1,2525,"despejado",NA,8.1,"No"
"ENV08450",22.5,3.62,146118,"electronica","Santiago","Chillán",571.6,"urbana",2023-11-08,"miercoles","november",11,FALSE,2,"camion_mediano",3,7892,"nublado",10,22.8,"No"
"ENV08451",26.7,10.05,285026,"otros","Iquique","Santiago",517.4,"urbana",2023-01-17,"martes","january",11,FALSE,2,"camion_grande",9,13782,"despejado",8,17.4,"Si"
"ENV08452",30.5,3.39,60952,"ropa","Santiago","Santiago",36.9,"urbana",2023-01-08,"domingo","january",10,FALSE,7,"camion_mediano",9,7581,"nublado",6,3.8,"Si"
"ENV08453",30.4,1.6,58652,"electronica","Concepción","Santiago",507.9,"urbana",2023-12-29,"viernes","december",11,FALSE,1,"camion_mediano",11,6054,"nublado",8,16.9,"Si"
"ENV08454",20.4,3.65,52724,"ropa","Santiago","Santiago",47.6,"urbana",2023-01-18,"miercoles","january",7,FALSE,2,"camion_grande",10,14684,"despejado",10,4.1,"No"
"ENV08455",11.8,1.68,28595,"alimentos","Concepción","Osorno",227.4,"urbana",2023-03-11,"sabado","march",11,FALSE,0,"camion_mediano",7,6075,NA,7,7.4,"No"
"ENV08456",26.4,1.82,82111,"otros","Santiago","Santiago",8.6,"urbana",2023-03-09,"jueves","march",9,FALSE,3,"camion_pequeno",10,2923,"despejado",NA,2.5,"Si"
"ENV08457",50.4,15.28,698470,"alimentos","Concepción","Santiago",510.6,"urbana",2023-02-08,"miercoles","february",10,FALSE,5,"camion_mediano",6,6574,"viento",6,15.4,"No"
"ENV08458",27.1,2.13,85827,"ropa","Santiago","Talca",1281.6,"rural",2023-07-09,"domingo","july",10,FALSE,NA,"camion_mediano",9,5298,"despejado",2,27.9,"Si"
"ENV08459",21.6,9.07,338307,"otros","Talca","Copiapó",886.3,"rural",2023-10-21,"sabado","october",12,FALSE,3,"camion_pequeno",2,3452,"lluvia",3,26.6,"No"
"ENV08460",20.1,4.94,233773,"otros","Antofagasta","Chillán",1209.9,"urbana",2023-12-30,"sabado","december",10,FALSE,0,"camion_pequeno",3,2146,"nublado",7,32.4,"No"
"ENV08461",5.2,4.67,223763,"alimentos","Santiago","Iquique",179.7,"urbana",2023-11-15,"miercoles","november",9,FALSE,6,"camion_mediano",4,5158,"lluvia",10,11.6,"Si"
"ENV08462",49.4,1.46,74496,"muebles","Santiago","Concepción",501,"urbana",2023-01-17,"martes","january",14,FALSE,1,"camion_mediano",6,6640,"lluvia",7,21.9,"Si"
"ENV08463",27.5,25.49,1250830,"electronica","Santiago","Los Ángeles",323.7,"urbana",2023-08-15,"martes","august",12,TRUE,3,"camion_pequeno",4,2486,"nublado",10,8.8,"No"
"ENV08464",32.1,4.12,45135,"ropa","Los Ángeles","Concepción",960.7,"urbana",2023-02-26,"domingo","february",7,FALSE,9,"camion_pequeno",3,3334,"lluvia",7,32.9,"Si"
"ENV08465",27.3,0.62,24378,"ropa","Santiago","La Serena",881.7,"urbana",2023-08-10,"jueves","august",8,FALSE,7,"camion_pequeno",4,2614,"nublado",8,25.9,"Si"
"ENV08466",22.4,1.37,5000,"electronica","La Serena","Los Ángeles",321.7,"rural",2023-05-26,"viernes","may",6,FALSE,8,"camion_mediano",3,7397,"nublado",2,9.8,"No"
"ENV08467",38.8,1.82,53932,"muebles","Talca","Concepción",540.1,"rural",2023-05-13,"sabado","may",10,FALSE,16,"camion_mediano",2,7078,"nublado",1,13.5,"No"
"ENV08468",49.2,11.19,354500,"otros","Santiago","Iquique",1294.5,"urbana",2023-11-19,"domingo","november",6,FALSE,4,"camion_mediano",6,7387,"lluvia",3,35.1,"No"
"ENV08469",1.9,1.3,13435,"muebles","Concepción","Valparaíso",711.2,"urbana",2023-09-27,"miercoles","september",9,FALSE,1,"camion_grande",7,10878,"despejado",10,23.6,"No"
"ENV08470",37,6.49,228920,"alimentos","Valdivia","Calama",1365,"urbana",2023-05-06,"sabado","may",10,FALSE,6,"camion_pequeno",5,3352,"despejado",6,30.6,"Si"
"ENV08471",63.7,6.1,280579,"otros","Santiago","Los Ángeles",600.4,"urbana",2023-02-18,"sabado","february",11,FALSE,5,"camion_grande",10,10866,"despejado",7,18.8,"No"
"ENV08472",13.1,9.83,446374,"documentos","Santiago","Copiapó",609.2,"urbana",2023-02-11,"sabado","february",9,FALSE,2,"camion_grande",8,12333,"nublado",10,26.1,"No"
"ENV08473",47.1,2.66,130008,"documentos","Santiago","Puerto Montt",394.6,"urbana",2023-04-20,"jueves","april",8,FALSE,2,"camion_mediano",5,7347,"lluvia",10,18.4,"No"
"ENV08474",95.4,5.03,175786,"ropa","Los Ángeles","Los Ángeles",35.3,"rural",2023-10-10,"martes","october",11,FALSE,7,"camion_pequeno",6,2022,"despejado",4,4.1,"No"
"ENV08475",83.9,0.52,35003,"alimentos","Temuco","Osorno",618,"rural",2023-03-30,"jueves","march",8,FALSE,11,"camion_grande",9,12511,"nublado",3,19,"Si"
"ENV08476",4.6,1.45,65278,"ropa","Temuco","Concepción",632.5,"rural",2023-03-28,"martes","march",11,FALSE,0,"camion_pequeno",10,2846,"nublado",4,17.9,"No"
"ENV08477",1.2,9.54,127098,"otros","Valparaíso","Santiago",128.2,"urbana",2023-08-12,"sabado","august",7,FALSE,9,"camion_pequeno",6,2245,"nublado",10,5.3,"No"
"ENV08478",22.9,7.53,363376,"ropa","Santiago","Concepción",519.8,"urbana",2023-09-24,"domingo","september",14,FALSE,1,"camion_grande",16,11854,"nublado",5,15.7,"No"
"ENV08479",33.6,4.29,82765,"electronica","Concepción","Calama",133.8,"urbana",2023-03-12,"domingo","march",15,FALSE,2,"camion_grande",9,10193,"lluvia",4,8.4,"No"
"ENV08480",31.9,3.4,59268,"electronica","Santiago","Valparaíso",120.7,"urbana",2023-07-21,"viernes","july",15,FALSE,8,"camion_mediano",4,6274,"lluvia",5,5.4,"No"
"ENV08481",47.4,5.31,185482,"documentos","La Serena","Iquique",952.6,"urbana",2023-06-04,"domingo","june",9,FALSE,16,"furgon",1,967,"nublado",4,19.7,"No"
"ENV08482",4.9,4.68,218369,"muebles","Santiago","Copiapó",102.4,"urbana",2023-03-11,"sabado","march",13,FALSE,8,"camion_mediano",10,5991,"nublado",7,6.9,"No"
"ENV08483",12.1,4.56,103938,"ropa","Santiago","Santiago",45.9,"urbana",2023-03-22,"miercoles","march",6,FALSE,12,"furgon",3,1154,"nublado",8,4.5,"No"
"ENV08484",43.8,6.03,188300,"otros","La Serena","Santiago",850.2,"urbana",2023-06-25,"domingo","june",11,FALSE,7,"camion_mediano",9,5684,"despejado",6,20.5,"No"
"ENV08485",8.8,6.46,218943,"electronica","Valparaíso","Osorno",909,"urbana",2023-08-17,"jueves","august",8,FALSE,3,"camion_grande",9,11522,"despejado",10,30.6,"No"
"ENV08486",59.1,2.55,66041,"documentos","Temuco","Valdivia",655.5,"rural",2023-01-05,"jueves","january",15,FALSE,7,"camion_grande",11,11390,"despejado",NA,14.1,"No"
"ENV08487",29.4,0.82,42969,"otros","Concepción","Calama",1177.1,"urbana",2023-01-22,"domingo","january",11,FALSE,15,"camion_grande",11,14247,"nublado",NA,35.2,"No"
"ENV08488",172.4,2.09,142253,"alimentos","Chillán","Valparaíso",315.4,"urbana",2023-11-03,"viernes","november",7,FALSE,0,"camion_grande",10,14122,"nublado",8,13.8,"No"
"ENV08489",25.8,5.18,81072,"ropa","Santiago","Concepción",501.3,"urbana",2023-01-31,"martes","january",7,FALSE,19,"camion_pequeno",2,2518,"despejado",10,17,"No"
"ENV08490",20.8,2.6,119753,"ropa","Valdivia","Puerto Montt",710,"urbana",2023-11-30,"jueves","november",14,FALSE,11,"camion_mediano",10,5481,"nublado",8,22.5,"Si"
"ENV08491",36,7.52,312291,"muebles","Santiago","Concepción",516.6,"urbana",2023-03-23,"jueves","march",10,FALSE,3,"camion_grande",11,11061,"despejado",8,15.6,"No"
"ENV08492",4.5,3.45,114351,"ropa","Valparaíso","Santiago",135.3,"urbana",2023-03-17,"viernes","march",15,FALSE,3,"camion_pequeno",3,3258,"despejado",7,5.1,"No"
"ENV08493",54.8,2.94,86352,"otros","La Serena","Calama",1064.1,"urbana",2023-03-14,"martes","march",7,FALSE,17,"camion_mediano",10,6082,"despejado",10,34.5,"No"
"ENV08494",40.9,6.64,117139,"muebles","Concepción","Valparaíso",1466.8,"urbana",2023-08-27,"domingo","august",8,FALSE,5,"camion_grande",17,13308,"despejado",4,32.6,"No"
"ENV08495",142.4,3.18,153922,"ropa","Iquique","Santiago",1492.9,"urbana",2023-02-15,"miercoles","february",7,FALSE,10,"camion_pequeno",6,2248,"nublado",10,45.5,"No"
"ENV08496",117.4,6.26,164652,"documentos","Valdivia","Valparaíso",277.3,"urbana",2023-09-16,"sabado","september",9,FALSE,10,"camion_pequeno",6,3102,"viento",9,9.6,"No"
"ENV08497",23.5,6.35,218442,"electronica","Santiago","Santiago",28.2,"urbana",2023-07-18,"martes","july",13,FALSE,9,"camion_grande",10,12212,"nublado",8,3.7,"No"
"ENV08498",30.8,6.72,217606,"ropa","Santiago","Valparaíso",139.4,"urbana",2023-05-06,"sabado","may",9,FALSE,14,"camion_pequeno",7,2523,"nublado",6,5.2,"No"
"ENV08499",11,0.4,5614,"alimentos","Concepción","Concepción",28.6,"urbana",2023-08-23,"miercoles","august",8,FALSE,7,"camion_grande",17,11297,"despejado",NA,4.4,"Si"
"ENV08500",87.2,2.47,107467,"alimentos","Santiago","Valparaíso",134.6,"urbana",2023-03-08,"miercoles","march",21,FALSE,4,"camion_mediano",5,6595,"nublado",7,7.3,"No"
"ENV08501",21.7,1.53,75358,"otros","Chillán","Santiago",1354.1,"rural",2023-05-22,"lunes","may",14,FALSE,2,"camion_mediano",4,7921,"despejado",1,26.2,"No"
"ENV08502",6.8,2.54,93492,"muebles","Santiago","Copiapó",452.3,"urbana",2023-03-26,"domingo","march",10,FALSE,2,"camion_grande",6,10493,"despejado",NA,12.5,"No"
"ENV08503",62.4,1.51,84229,"alimentos","La Serena","Valdivia",156.3,"urbana",2023-02-19,"domingo","february",12,FALSE,8,"camion_pequeno",5,3466,"lluvia",5,7.9,"Si"
"ENV08504",57.2,3.68,138249,"ropa","Santiago","Chillán",1423.3,"urbana",2023-10-12,"jueves","october",6,FALSE,0,"camion_mediano",4,7029,"nublado",8,42.8,"Si"
"ENV08505",49.6,3.85,94967,"otros","Santiago","Osorno",1055.9,"urbana",2023-06-27,"martes","june",6,FALSE,22,"camion_pequeno",2,3500,"viento",6,28.9,"Si"
"ENV08506",52.6,8.17,117306,"alimentos","Concepción","Valparaíso",1171.2,"urbana",2023-10-14,"sabado","october",8,FALSE,4,"camion_grande",4,12286,"despejado",8,36.4,"Si"
"ENV08507",42.3,1.51,41272,"alimentos","Antofagasta","Valdivia",739.6,"urbana",2023-08-15,"martes","august",13,TRUE,5,"camion_mediano",8,6888,"nublado",7,17.8,"Si"
"ENV08508",56.6,8.94,411476,"muebles","Valparaíso","Santiago",130.3,"urbana",2023-09-04,"lunes","september",9,FALSE,1,"camion_pequeno",6,3087,NA,NA,5.8,"No"
"ENV08509",25.4,19.87,508908,"ropa","Osorno","Santiago",970.3,"rural",2023-11-07,"martes","november",13,FALSE,NA,"camion_pequeno",8,3171,"lluvia",3,30.4,"No"
"ENV08510",110.8,5.99,273673,"electronica","Iquique","Concepción",905.3,"urbana",2023-06-19,"lunes","june",13,FALSE,3,"camion_mediano",6,7110,"despejado",10,27.2,"Si"
"ENV08511",30.2,7.72,149678,"muebles","Antofagasta","Concepción",889,"urbana",2023-01-24,"martes","january",8,FALSE,6,"camion_grande",9,11024,"despejado",10,28.7,"No"
"ENV08512",67.2,6.41,98908,"muebles","Santiago","Santiago",32.5,"urbana",2023-01-28,"sabado","january",7,FALSE,7,"camion_grande",11,14146,"nublado",NA,3.4,"No"
"ENV08513",10.9,9.05,223128,"documentos","Santiago","Temuco",223.3,"rural",2023-06-26,"lunes","june",10,TRUE,1,"camion_mediano",11,5776,"viento",6,9.1,"Si"
"ENV08514",4.4,5.53,214488,"ropa","Santiago","Puerto Montt",1009.2,"rural",2023-09-17,"domingo","september",11,FALSE,1,"camion_grande",5,13809,"lluvia",2,32.7,"No"
"ENV08515",32.2,23.46,385301,"ropa","Temuco","Iquique",158.5,"rural",2023-09-01,"viernes","september",13,FALSE,7,"camion_pequeno",3,3424,"despejado",7,5.7,"No"
"ENV08516",9.7,6.4,94924,"ropa","Iquique","Santiago",1278.5,"urbana",2023-09-22,"viernes","september",10,FALSE,8,"camion_pequeno",8,2634,"despejado",NA,30.5,"No"
"ENV08517",1.6,1.03,27295,"otros","Antofagasta","Santiago",906,"urbana",2023-08-31,"jueves","august",10,FALSE,2,"camion_mediano",9,6775,"nublado",10,32.6,"No"
"ENV08518",29.5,5.68,90878,"muebles","Santiago","Santiago",49.5,"urbana",2023-09-17,"domingo","september",7,FALSE,11,"camion_grande",8,12063,"despejado",7,4.7,"No"
